busco_id,chr1,chr2,start1,end1,start2,end2,strand1,strand2,is_flipped
16747at7147,OU343118.1,OY284472.1,16963221,16964067,3443939,3444873,+,+,False
167536at7147,OU343114.1,OY284468.1,88202891,88206460,37676543,37688133,-,+,True
167579at7147,OU343116.1,OY284470.1,8479663,8493540,18181662,18191892,+,+,False
167786at7147,OU343117.1,OY284471.1,34340218,34363356,45781407,45810324,+,+,False
167791at7147,OU343115.1,OY284469.1,12867817,12875189,20787935,20795286,-,+,True
167826at7147,OU343115.1,OY284469.1,4692195,4708831,33858604,33880492,-,+,True
167851at7147,OU343114.1,OY284468.1,68287038,68288129,68634643,68635410,-,-,False
167857at7147,OU343115.1,OY284469.1,69857983,69915898,1874501,1902822,-,+,True
167892at7147,OU343115.1,OY284469.1,30108502,30193426,26052041,26088125,-,+,True
167970at7147,OU343115.1,OY284469.1,39224744,39228889,6231020,6234786,+,-,True
167972at7147,OU343117.1,OY284471.1,10552683,10555490,25902262,25904570,+,-,True
168032at7147,OU343114.1,OY284468.1,31407043,31413320,27631008,27635620,-,-,False
168044at7147,OU343115.1,OY284469.1,23170624,23176607,57218389,57221479,+,-,True
168060at7147,OU343117.1,OY284471.1,48523658,48524486,26516543,26517536,+,+,False
168077at7147,OU343118.1,OY284472.1,26899033,26900222,5973406,5974601,+,-,True
168086at7147,OU343115.1,OY284469.1,6345238,6354000,6485530,6525878,-,-,False
168090at7147,OU343118.1,OY284472.1,44382157,44383854,19200095,19202008,+,-,True
168094at7147,OU343115.1,OY284469.1,38978840,38980320,7589755,7591957,+,+,False
168098at7147,OU343115.1,OY284469.1,58989984,58993651,12011767,12013633,-,+,True
168244at7147,OU343117.1,OY284471.1,48577872,48582494,26586146,26590234,+,+,False
168362at7147,OU343114.1,OY284468.1,62227307,62237991,52929650,52931511,+,-,True
168384at7147,OU343115.1,OY284469.1,22417418,22436022,53684571,53696011,-,+,True
168393at7147,OU343114.1,OY284468.1,1186118,1187083,65136402,65137052,+,-,True
16840at7147,OU343114.1,OY284468.1,27444257,27446389,38092573,38093364,-,+,True
168424at7147,OU343118.1,OY284472.1,42759855,42763321,36364690,36368207,-,-,False
168480at7147,OU343116.1,OY284470.1,12756506,12764925,7454133,7465610,+,+,False
168588at7147,OU343117.1,OY284471.1,1649716,1651197,8688605,8690913,-,+,True
168613at7147,OU343116.1,OY284470.1,41199364,41202346,22393404,22396140,+,+,False
168643at7147,OU343117.1,OY284471.1,29449007,29451110,36247423,36284198,+,-,True
168660at7147,OU343119.1,OY284469.1,20691856,20711592,10934634,10936022,-,-,False
168677at7147,OU343117.1,OY284471.1,46692495,46709722,10582563,10591120,-,-,False
16873at7147,OU343118.1,OY284472.1,3416566,3419754,18860472,18863784,+,+,False
168749at7147,OU343115.1,OY284469.1,29534066,29541382,18184197,18185977,+,-,True
168795at7147,OU343114.1,OY284468.1,33613111,33618786,36492819,36497029,+,+,False
168836at7147,OU343114.1,OY284468.1,93686480,93689217,58799235,58803481,-,+,True
168846at7147,OU343116.1,OY284470.1,16785342,16791876,38449013,38459413,-,-,False
168852at7147,OU343116.1,OY284470.1,15251345,15253363,41270001,41272135,+,+,False
168883at7147,OU343117.1,OY284471.1,10922929,10968346,25713345,25749220,-,+,True
168889at7147,OU343118.1,OY284472.1,19282094,19283249,5501935,5503244,+,-,True
168895at7147,OU343116.1,OY284470.1,54282832,54310846,20688303,20710590,-,-,False
168968at7147,OU343114.1,OY284468.1,87556202,87561468,235251,239218,+,+,False
168969at7147,OU343114.1,OY284468.1,86353931,86354990,924890,925789,+,-,True
168971at7147,OU343118.1,OY284472.1,22863790,22866690,8483510,8486475,-,+,True
168975at7147,OU343117.1,OY284471.1,29946154,29947049,36250454,36251301,+,-,True
168990at7147,OU343118.1,OY284472.1,8258822,8262886,1578637,1584195,+,+,False
169033at7147,OU343116.1,OY284470.1,36463426,36485274,29331457,29344102,-,+,True
1690at7147,OU343117.1,OY284471.1,38460744,38469405,29128956,29136680,+,-,True
169119at7147,OU343118.1,OY284472.1,22087970,22092235,7985243,7991096,+,-,True
169134at7147,OU343115.1,OY284469.1,4187014,4188570,29266239,29267750,-,+,True
169175at7147,OU343118.1,OY284472.1,21973766,21974340,28399369,28400026,-,+,True
169184at7147,OU343114.1,OY284468.1,95565254,95566612,28038533,28040041,-,-,False
16927at7147,OU343116.1,OY284470.1,3622384,3622865,40563681,40564079,-,+,True
169297at7147,OU343114.1,OY284468.1,55094848,55203799,54453828,54515092,+,-,True
169311at7147,OU343117.1,OY284471.1,44868817,44871603,21798207,21800733,-,-,False
169345at7147,OU343114.1,OY284468.1,81397502,81403328,22339468,22343773,-,+,True
16945at7147,OU343116.1,OY284470.1,30704147,30708190,26521416,26524875,-,+,True
17073at7147,OU343117.1,OY284471.1,41678753,41688819,7944986,7951333,-,+,True
171356at7147,OU343116.1,OY284470.1,8032624,8033533,4360087,4360601,+,+,False
171365at7147,OU343117.1,OY284471.1,29978491,29980159,36176101,36178604,+,-,True
171492at7147,OU343116.1,OY284470.1,44590116,44592397,6279791,6280815,+,-,True
171548at7147,OU343115.1,OY284469.1,60213737,60214276,34033882,34034480,+,-,True
171662at7147,OU343118.1,OY284472.1,5733273,5737007,35174291,35177096,+,-,True
171757at7147,OU343114.1,OY284468.1,28084582,28087245,9072090,9075674,-,+,True
171855at7147,OU343117.1,OY284471.1,23485109,23488015,39843333,39844794,+,+,False
172045at7147,OU343116.1,OY284470.1,51497093,51500734,12628873,12630367,+,+,False
172172at7147,OU343114.1,OY284468.1,26401696,26403207,39876171,39877704,+,+,False
172179at7147,OU343115.1,OY284469.1,7023453,7025655,51290752,51295837,-,+,True
172192at7147,OU343114.1,OY284468.1,27687534,27689433,9810759,9824083,+,-,True
172210at7147,OU343114.1,OY284468.1,29241458,29243597,21358020,21361316,-,+,True
172299at7147,OU343117.1,OY284471.1,22690008,22701228,20888202,20900968,-,-,False
172317at7147,OU343116.1,OY284470.1,35822633,35823771,29948080,29949330,-,+,True
17231at7147,OU343116.1,OY284470.1,42470254,42472536,11232987,11235019,-,+,True
172362at7147,OU343118.1,OY284472.1,1697507,1698335,5157581,5157997,+,-,True
172493at7147,OU343114.1,OY284468.1,85988983,85990095,61881959,61883439,-,+,True
172545at7147,OU343115.1,OY284469.1,12032842,12033528,35497602,35498547,+,+,False
172608at7147,OU343115.1,OY284469.1,31923006,31925692,30208328,30210502,-,-,False
172610at7147,OU343115.1,OY284469.1,38641434,38642947,24128063,24128855,-,-,False
172656at7147,OU343115.1,OY284469.1,3804337,3822148,22495417,22502655,-,-,False
17265at7147,OU343114.1,OY284468.1,62669731,62671813,52719262,52720476,-,+,True
172688at7147,OU343115.1,OY284469.1,48045037,48046155,27796202,27797374,+,+,False
172797at7147,OU343118.1,OY284472.1,28861607,28861941,6114470,6114782,-,+,True
173146at7147,OU343118.1,OY284472.1,17957228,17957912,19794808,19795663,+,+,False
173520at7147,OU343119.1,OY284473.1,1221289,1224908,3660866,3697761,-,+,True
173526at7147,OU343115.1,OY284469.1,48364482,48365769,24173676,24174884,-,+,True
173527at7147,OU343115.1,OY284469.1,22816952,22833080,57324629,57330916,+,+,False
173539at7147,OU343118.1,OY284472.1,22073998,22074519,7993294,7993874,+,-,True
173613at7147,OU343114.1,OY284473.1,78853595,78854731,353402,354046,+,-,True
173667at7147,OU343114.1,OY284468.1,25251382,25254870,41110420,41112703,-,+,True
173684at7147,OU343116.1,OY284470.1,10591090,10593390,132439,133612,+,-,True
173828at7147,OU343118.1,OY284472.1,22431689,22433468,41098611,41099337,+,-,True
173922at7147,OU343115.1,OY284469.1,25272961,25334030,57043677,57058470,-,-,False
174026at7147,OU343114.1,OY284468.1,8229221,8231390,69458363,69460981,-,+,True
17402at7147,OU343115.1,OY284469.1,55200324,55205092,30693984,30696551,+,+,False
174040at7147,OU343117.1,OY284471.1,46780055,46781407,11078706,11079812,+,+,False
17410at7147,OU343117.1,OY284471.1,32836764,32849592,20985007,21005777,-,+,True
174348at7147,OU343116.1,OY284470.1,37765849,37769704,30991576,30994839,-,-,False
174429at7147,OU343114.1,OY284468.1,75287948,75288877,62548273,62549820,+,-,True
17444at7147,OU343114.1,OY284468.1,89478531,89480909,1913947,1916178,+,-,True
174522at7147,OU343114.1,OY284468.1,31195545,31202548,43474810,43478135,-,-,False
174700at7147,OU343115.1,OY284469.1,986136,987870,7840547,7842105,+,-,True
174772at7147,OU343118.1,OY284472.1,22193951,22196411,7701620,7704156,-,+,True
174920at7147,OU343115.1,OY284469.1,58644265,58644841,7186937,7187490,+,+,False
174922at7147,OU343114.1,OY284468.1,26196778,26198101,39729932,39731319,+,+,False
175088at7147,OU343114.1,OY284468.1,89909178,89911116,51561,53965,-,-,False
175249at7147,OU343118.1,OY284472.1,20436293,20437639,31838812,31839922,+,-,True
17528at7147,OU343114.1,OY284468.1,56425863,56428008,6525858,6529391,+,+,False
175325at7147,OU343115.1,OY284469.1,34927020,34931094,27472186,27473088,-,+,True
175402at7147,OU343114.1,OY284468.1,38457176,38458440,51217420,51218677,-,+,True
175405at7147,OU343114.1,OY284468.1,41135317,41136474,49750755,49751961,+,-,True
175661at7147,OU343117.1,OY284471.1,25352834,25354021,44180699,44183799,-,+,True
17568at7147,OU343117.1,OY284471.1,9239930,9240514,745278,745928,-,-,False
175710at7147,OU343117.1,OY284471.1,45749041,45763274,34359890,34361025,-,+,True
175715at7147,OU343116.1,OY284470.1,33856900,33860153,15312326,15314540,-,+,True
175731at7147,OU343114.1,OY284468.1,88492974,88494644,18428349,18429929,+,+,False
175770at7147,OU343116.1,OY284470.1,8230980,8231659,17974631,17975323,-,-,False
175870at7147,OU343115.1,OY284469.1,46412639,46434826,54821839,54843819,+,-,True
175877at7147,OU343114.1,OY284468.1,75481734,75482885,62429216,62430219,-,+,True
175942at7147,OU343118.1,OY284472.1,44842283,44852975,25132506,25147959,-,+,True
17603at7147,OU343118.1,OY284472.1,10798723,10800452,39022391,39024291,-,+,True
17608at7147,OU343117.1,OY284471.1,32675835,32677920,20393402,20395460,+,+,False
176148at7147,OU343118.1,OY284472.1,15967112,15968078,8909366,8910334,-,-,False
17630at7147,OU343114.1,OY284468.1,90596065,90597984,2906525,2907799,+,-,True
176312at7147,OU343115.1,OY284469.1,71516269,71516640,1127616,1127936,-,+,True
176314at7147,OU343118.1,OY284472.1,42139862,42159361,19109938,19128215,-,+,True
176436at7147,OU343115.1,OY284469.1,36681810,36682827,11293349,11294414,+,+,False
176480at7147,OU343118.1,OY284472.1,20529045,20532711,32267670,32270989,-,-,False
176483at7147,OU343114.1,OY284468.1,36317446,36320344,41078710,41082942,-,-,False
17649at7147,OU343116.1,OY284470.1,34144225,34148378,1955487,1959580,-,+,True
176507at7147,OU343117.1,OY284471.1,7782476,7784383,5929853,5935678,+,-,True
176512at7147,OU343114.1,OY284468.1,89201702,89205419,9929347,9940576,+,+,False
176583at7147,OU343115.1,OY284469.1,6339580,6340137,6480494,6481090,-,+,True
176599at7147,OU343118.1,OY284472.1,22359063,22360172,7527090,7528436,+,-,True
176618at7147,OU343118.1,OY284472.1,1367056,1368497,4990531,4992080,-,-,False
176674at7147,OU343116.1,OY284470.1,35703846,35729081,24323944,24342394,+,-,True
17672at7147,OU343114.1,OY284468.1,84298289,84298651,46628507,46628859,-,+,True
176776at7147,OU343116.1,OY284470.1,4014317,4015951,40837318,40839054,+,-,True
177018at7147,OU343115.1,OY284469.1,60048545,60059862,30815709,30827748,-,+,True
177041at7147,OU343118.1,OY284472.1,23026903,23030143,8343526,8347515,-,+,True
17711at7147,OU343117.1,OY284471.1,15362528,15382525,24666155,24674160,+,-,True
177120at7147,OU343114.1,OY284468.1,17294484,17297730,30584792,30587109,+,-,True
177434at7147,OU343114.1,OY284468.1,64013198,64034107,55059111,55074100,+,+,False
177450at7147,OU343115.1,OY284469.1,57067855,57085590,3389456,3408570,-,-,False
177507at7147,OU343115.1,OY284469.1,45125086,45148536,13638036,13651184,+,+,False
177533at7147,OU343117.1,OY284471.1,39518624,39519580,29774584,29775540,-,+,True
177608at7147,OU343114.1,OY284468.1,82659818,82660447,60091786,60092412,-,+,True
177652at7147,OU343114.1,OY284468.1,68657460,68660857,68805255,68809214,-,-,False
177735at7147,OU343115.1,OY284469.1,45099994,45106491,13654569,13657633,+,-,True
177818at7147,OU343115.1,OY284469.1,3420681,3422183,22339722,22341313,+,-,True
177913at7147,OU343117.1,OY284471.1,20596695,20602541,39075561,39076962,-,-,False
17793at7147,OU343117.1,OY284471.1,20609549,20638804,39078509,39097420,-,-,False
17796at7147,OU343115.1,OY284469.1,47350543,47356754,38095884,38099429,+,-,True
17799at7147,OU343116.1,OY284470.1,4074775,4081706,40660425,40666409,-,-,False
178178at7147,OU343114.1,OY284468.1,12896654,12920453,41831195,41852596,-,-,False
178207at7147,OU343115.1,OY284469.1,60085592,60086919,30782937,30784347,+,-,True
178219at7147,OU343115.1,OY284469.1,70419059,70431896,1226749,1245921,-,-,False
178237at7147,OU343117.1,OY284471.1,16683509,16684016,24111140,24111689,+,-,True
178266at7147,OU343115.1,OY284469.1,49055825,49057838,58475549,58477750,+,+,False
178353at7147,OU343116.1,OY284470.1,40192523,40205678,23790324,23802635,-,+,True
178354at7147,OU343117.1,OY284471.1,32184684,32261080,7219130,7292788,+,+,False
178536at7147,OU343115.1,OY284469.1,43310988,43312658,14965407,14966904,+,-,True
178759at7147,OU343114.1,OY284468.1,30689971,30691871,35225815,35227265,+,-,True
178820at7147,OU343118.1,OY284472.1,37802964,37805321,11071878,11076649,+,+,False
178822at7147,OU343115.1,OY284469.1,60215051,60216592,34031031,34032260,-,+,True
178903at7147,OU343114.1,OY284468.1,44009982,44011232,35476364,35477534,-,+,True
178910at7147,OU343117.1,OY284471.1,46274917,46351188,12762602,12918387,-,+,True
17896at7147,OU343116.1,OY284470.1,36769319,36821517,28854937,28878308,+,-,True
178987at7147,OU343117.1,OY284471.1,43395987,43400811,21045699,21055553,-,-,False
179062at7147,OU343117.1,OY284471.1,15526512,15530846,24577428,24581224,+,-,True
179198at7147,OU343118.1,OY284472.1,8113825,8115223,13152172,13155201,+,+,False
179205at7147,OU343117.1,OY284471.1,22613364,22620313,574362,576815,-,+,True
179363at7147,OU343118.1,OY284472.1,35888592,35891774,22518021,22519941,-,-,False
179461at7147,OU343118.1,OY284472.1,17960104,17960997,19797540,19798565,-,-,False
17953at7147,OU343116.1,OY284470.1,50053845,50076535,16314051,16339825,-,-,False
179741at7147,OU343116.1,OY284470.1,4479411,4482429,5001246,5003947,-,-,False
179778at7147,OU343115.1,OY284469.1,60248349,60252793,34092931,34098131,-,-,False
17982at7147,OU343115.1,OY284469.1,5726873,5727937,19873936,19875126,+,+,False
17984at7147,OU343114.1,OY284468.1,50079738,50080800,47898174,47899128,+,-,True
179870at7147,OU343115.1,OY284469.1,39558054,39561499,6007693,6011848,-,+,True
179947at7147,OU343114.1,OY284468.1,31419485,31421139,27623056,27624031,+,-,True
180001at7147,OU343116.1,OY284470.1,26250754,26251860,17812781,17813878,-,-,False
18006at7147,OU343118.1,OY284472.1,44184545,44188877,40502091,40506233,+,+,False
180122at7147,OU343114.1,OY284468.1,31418062,31418667,47246766,47247483,-,+,True
180254at7147,OU343116.1,OY284470.1,44476986,44574445,15234453,15306813,+,+,False
180262at7147,OU343115.1,OY284469.1,8815101,8815590,58857274,58857748,+,+,False
18027at7147,OU343116.1,OY284470.1,27231267,27234990,2477459,2480117,-,-,False
180334at7147,OU343115.1,OY284469.1,34075716,34076459,34213547,34214289,+,+,False
180405at7147,OU343117.1,OY284471.1,10521259,10524925,36998496,37001197,-,-,False
180421at7147,OU343116.1,OY284470.1,14536474,14537177,38720477,38724706,-,-,False
180472at7147,OU343117.1,OY284471.1,7902050,7905325,19722827,19724185,-,-,False
180476at7147,OU343115.1,OY284469.1,53763080,53764601,24680636,24681710,+,-,True
18059at7147,OU343115.1,OY284469.1,8682735,8689110,32742645,32752074,-,+,True
18072at7147,OU343115.1,OY284469.1,38981875,38985302,7593414,7596904,+,+,False
180799at7147,OU343117.1,OY284471.1,42798785,42799995,2851508,2852975,+,-,True
180813at7147,OU343115.1,OY284469.1,59865750,59867622,31142985,31144637,-,+,True
180822at7147,OU343117.1,OY284471.1,35100767,35103892,41620710,41623844,-,+,True
180842at7147,OU343115.1,OY284469.1,63931985,63932527,59160780,59161399,+,+,False
181020at7147,OU343118.1,OY284472.1,2046991,2047917,26560733,26561691,+,-,True
181073at7147,OU343117.1,OY284471.1,5469866,5475869,7309313,7313597,+,-,True
181091at7147,OU343114.1,OY284468.1,89915110,89915457,57851,58194,+,-,True
181105at7147,OU343114.1,OY284468.1,97105421,97108527,7339852,7342406,+,-,True
181338at7147,OU343116.1,OY284470.1,42477172,42477727,11216483,11222002,-,+,True
181362at7147,OU343114.1,OY284468.1,90585422,90594972,2908859,2925226,-,+,True
181433at7147,OU343116.1,OY284470.1,38233151,38238217,8103878,8106847,+,-,True
181571at7147,OU343114.1,OY284468.1,85931210,85934505,61368958,61371318,-,+,True
181624at7147,OU343115.1,OY284469.1,2939455,2961724,25026301,25039183,-,-,False
181802at7147,OU343114.1,OY284468.1,56576523,56577491,983199,984245,-,-,False
181851at7147,OU343116.1,OY284470.1,23233584,23237587,27823012,27824478,+,-,True
181903at7147,OU343116.1,OY284470.1,27264400,27266602,2516327,2518600,-,-,False
181909at7147,OU343117.1,OY284471.1,29289536,29295488,5147506,5164859,-,-,False
182092at7147,OU343115.1,OY284469.1,21417944,21427140,57155338,57159813,+,-,True
182096at7147,OU343115.1,OY284469.1,13619552,13620281,53345602,53346218,-,-,False
182157at7147,OU343114.1,OY284468.1,68204291,68205046,68592589,68593409,-,-,False
182238at7147,OU343114.1,OY284468.1,30392960,30393736,35445707,35446593,-,+,True
182257at7147,OU343114.1,OY284468.1,75562039,75578812,62380271,62385878,-,+,True
182448at7147,OU343115.1,OY284469.1,17151513,17160813,53262419,53271012,-,-,False
182762at7147,OU343116.1,OY284472.1,25088552,25089634,40582582,40583259,+,-,True
182777at7147,OU343116.1,OY284470.1,14706307,14708381,4897617,4898812,-,-,False
182952at7147,OU343117.1,OY284471.1,10586254,10588640,25872594,25874348,-,+,True
183133at7147,OU343115.1,OY284469.1,41379275,41379594,22802367,22802796,-,+,True
183135at7147,OU343115.1,OY284469.1,1997960,2068091,19749701,19795737,+,-,True
183177at7147,OU343114.1,OY284468.1,93342745,93343647,4448508,4449465,-,-,False
183298at7147,OU343115.1,OY284469.1,14455229,14458146,25815293,25817515,-,+,True
183493at7147,OU343115.1,OY284469.1,57524264,57525052,3982095,3982830,-,-,False
183624at7147,OU343115.1,OY284469.1,39238809,39242965,6221870,6225762,-,+,True
183669at7147,OU343114.1,OY284468.1,51216216,51216698,47362259,47363138,-,+,True
183738at7147,OU343117.1,OY284471.1,33934860,33935701,46490885,46491687,-,+,True
183899at7147,OU343114.1,OY284468.1,68956802,68962373,29375076,29379827,+,-,True
184064at7147,OU343117.1,OY284471.1,26350747,26353008,46210460,46212628,+,-,True
184147at7147,OU343114.1,OY284468.1,3400517,3401374,67825200,67826096,+,+,False
184186at7147,OU343115.1,OY284469.1,66339707,66345874,37002929,37014323,+,+,False
184187at7147,OU343118.1,OY284472.1,22415297,22415889,41101309,41101878,-,+,True
184229at7147,OU343115.1,OY284469.1,29551514,29554998,18177866,18179748,+,-,True
184401at7147,OU343114.1,OY284468.1,86862352,86865574,225553,227049,-,+,True
184426at7147,OU343117.1,OY284471.1,34503898,34505480,46575839,46577669,+,+,False
184445at7147,OU343115.1,OY284469.1,38643870,38644314,8735421,8735846,+,-,True
184526at7147,OU343117.1,OY284471.1,3029180,3034028,41697105,41700405,+,-,True
